year,country,R&D expenditure (%GDP),trust_in_institutions,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment
2005,GEO,,,,66.8146429232036,
2005,GHA,,,,40.3222333713849,
2005,GNQ,,,,0.0,
2005,GRC,1.183506254,53.4,114.683,76.3429277475754,21.472097
2005,GTM,,,,31.6683478967157,
2005,HND,,,,53.246040126716,
2005,HRV,,,45.014,53.2563583992156,22.7814579
2005,HUN,4.300283783,,71.895,62.8757698028675,17.083904
2005,IDN,5.692571304,,30.713,0.0,5.4441252
2005,IND,9.39265,,,24.7403711279846,10.595189
2005,IRL,5.739782453,0.2,27.475,94.9645108412312,29.074234
2005,IRQ,,,,0.0,
2005,ISL,7.029340622,50.4,72.434,20.4889143459192,29.471401
2005,ISR,4.642416785,,78.682,96.6341348469394,43.047825
2005,ITA,0.762383939,46.7,109.755,85.7235768898601,12.224514
2005,JOR,,,,100.0,
2005,JPN,1.84830057,23.5,153.206,83.4649315674778,39.939026
2005,KAZ,,,,0.0,
2005,KEN,,,,20.1267908098726,
2005,KGZ,,,,53.8600024127913,
2005,LBY,,,,0.0,
2005,LKA,,,,47.2704405185818,
2005,LTU,7.731446161,,19.388,57.1071761517035,26.547928
2005,LUX,2.482502827,55.9,17.207,100.0,26.549366
2005,LVA,11.615323191,62.3,14.003,68.4417605020965,20.293005
2005,MAR,,,,86.8192698739848,
2005,MDA,,,,97.0851805154484,
2005,MDG,,,,12.6230917975255,
2005,MEX,2.113247126,26.6,41.202,0.0,12.723972
2005,MKD,,,,42.9065432048181,
2005,MLT,,,,100.0,
2005,MMR,,,,0.0,
2005,MNE,,,,42.6924515947994,
2005,MNG,,,,0.0,
2005,MOZ,,,,0.0,
2005,MYS,,,,0.0,
2005,NAM,,,,69.1259617878445,
2005,NER,,,,13.254439500186,
2005,NGA,,,,0.0,
2005,NIC,,,,47.7994664860061,
2005,NLD,2.028841787,33.1,50.366,46.5427414572268,30.11544
2005,NOR,2.96971446,63.8,55.846,0.0,32.692787
2005,NPL,,,,11.4322251977071,
2005,NZL,3.214809507,35.5,25.729,29.2052993280824,35.628941
2005,OMN,,,,0.0,
2005,PAK,,,,20.489384666251,
2005,PAN,,,,100.0,
2005,PER,,,,20.8270479544734,32.44971085
2005,PHL,,,,44.7578925014601,
2005,POL,3.260795652,,51.475,17.8139503054584,16.926928
2005,PRT,0.781847679,2.0,80.161,92.7274778840949,12.844431
2005,PRY,,,,0.0,
2005,QAT,,,,0.0,
2005,ROU,,,16.691,27.5435545358736,17.160242
2005,RUS,6.376187027,,,0.0,
2005,RWA,,,,7.77493950993686,
2005,SAU,11.758820687,,,0.0,
2005,SDN,,,,0.0,
2005,SEN,,,,71.0295449644166,
2005,SGP,,,,100.0,
2005,SLV,,,,54.2296669631386,
2005,SRB,,,,36.6830311471939,
2005,SUR,,,,0.0,
2005,SVK,6.484932223,51.3,36.467,65.5579585598042,14.004099
2005,SVN,3.854126251,57.9,30.907,50.862334218348,20.171976
2005,SWE,2.793156831,12.3,48.015,39.4564038962862,29.645443
2005,SWZ,,,,8.77401057109704,
2005,SYR,,,,0.0,
2005,TCD,,,,0.0,
2005,THA,,,,48.0652759811039,
